"Supplementary Table 4. IER, proportion and size of the 65+ year old Medicare population, and proportion of the deaths among the 65+ year old Medicare population that are expected to exceed K-fold of US average risk within each of the 3113 US counties",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
01113,32.289811,-85.18698,Alabama,Russell County,4320,"5.65 (5.43, 6.92)","86.7% (84.6%, 90.0%)","  3,747 (3,656, 3,886)","72.1% (69.6%, 77.7%)","  3,116 (3,004, 3,358)","36.0% (33.8%, 43.3%)","  1,555 (1,461, 1,869)","14.1% (13.3%, 19.3%)","    611 (576, 834)","98.1% (97.8%, 98.8%)","94.0% (93.3%, 96.0%)","72.9% (71.7%, 79.5%)","45.8% (45.0%, 55.2%)"
01115,33.262937,-86.678104,Alabama,St. Clair County,7234,"2.31 (2.17, 2.87)","63.4% (59.5%, 71.6%)","  4,589 (4,301, 5,178)","39.9% (36.7%, 49.1%)","  2,885 (2,652, 3,554)","9.1% (8.1%, 14.1%)","    661 (588, 1,021)","1.6% (1.4%, 3.1%)","    115 (100, 222)","88.4% (86.8%, 92.4%)","72.4% (70.2%, 80.2%)","31.5% (29.5%, 42.0%)","9.8% (9.0%, 16.0%)"
01117,33.712963,-86.315663,Alabama,Shelby County,16232,"2.08 (1.96, 2.55)","57.5% (54.0%, 65.6%)","  9,340 (8,773, 10,652)","34.7% (31.9%, 43.2%)","  5,638 (5,180, 7,013)","7.5% (6.7%, 11.5%)","  1,222 (1,093, 1,871)","1.3% (1.1%, 2.4%)","    210 (181, 394)","85.7% (84.0%, 90.2%)","68.6% (66.4%, 76.4%)","28.7% (26.9%, 38.1%)","8.8% (8.1%, 14.1%)"
01119,32.597481,-88.200057,Alabama,Sumter County,1248,"7.71 (7.3, 9.38)","91.8% (90.4%, 94.2%)","  1,146 (1,128, 1,176)","80.9% (78.7%, 85.4%)","  1,010 (982, 1,066)","47.9% (45.2%, 55.1%)","    597 (564, 688)","22.5% (20.8%, 28.6%)","    280 (259, 356)","99.1% (99.0%, 99.5%)","96.9% (96.4%, 98.0%)","82.4% (81.1%, 87.0%)","59.1% (57.1%, 67.1%)"
01121,33.369277,-86.175805,Alabama,Talladega County,7519,"4.63 (4.43, 5.65)","83.9% (81.6%, 87.8%)","  6,306 (6,138, 6,602)","67.0% (64.2%, 73.4%)","  5,036 (4,830, 5,521)","29.2% (27.3%, 36.5%)","  2,197 (2,050, 2,743)","9.8% (9.2%, 14.1%)","    737 (692, 1,061)","97.2% (96.8%, 98.3%)","91.4% (90.5%, 94.2%)","64.9% (63.7%, 72.8%)","35.8% (35.1%, 45.4%)"
01123,32.863369,-85.799553,Alabama,Tallapoosa County,4581,"4.37 (4.17, 5.34)","83.4% (81.0%, 87.6%)","  3,820 (3,711, 4,011)","65.8% (63.0%, 72.6%)","  3,015 (2,887, 3,324)","27.4% (25.4%, 34.7%)","  1,254 (1,165, 1,592)","8.6% (8.0%, 12.7%)","    395 (369, 584)","97.0% (96.5%, 98.1%)","90.6% (89.5%, 93.6%)","62.1% (60.7%, 70.4%)","32.4% (31.7%, 42.0%)"
01125,33.290202,-87.52286,Alabama,Tuscaloosa County,13783,"4.06 (3.86, 4.99)","79.2% (76.5%, 84.0%)"," 10,920 (10,549, 11,584)","60.8% (57.7%, 67.8%)","  8,383 (7,953, 9,350)","24.4% (22.6%, 31.3%)","  3,364 (3,115, 4,312)","7.7% (7.1%, 11.5%)","  1,061 (977, 1,582)","96.1% (95.4%, 97.5%)","88.9% (87.7%, 92.3%)","60.0% (58.4%, 68.6%)","31.6% (30.5%, 40.8%)"
01127,33.791571,-87.301092,Alabama,Walker County,6439,"3.38 (3.19, 4.15)","78.0% (75.0%, 83.6%)","  5,022 (4,828, 5,383)","57.1% (53.7%, 65.3%)","  3,675 (3,459, 4,205)","18.8% (17.1%, 25.7%)","  1,208 (1,101, 1,651)","4.5% (4.1%, 7.5%)","    292 (265, 485)","94.9% (94.0%, 96.8%)","85.0% (83.4%, 89.8%)","48.9% (47.2%, 59.1%)","20.3% (19.4%, 29.0%)"
01129,31.406974,-88.202078,Alabama,Washington County,1676,"3.14 (2.97, 3.9)","72.8% (69.7%, 78.9%)","  1,221 (1,167, 1,322)","51.8% (48.7%, 59.9%)","    867 (816, 1,005)","16.7% (15.2%, 23.2%)","    279 (255, 388)","4.2% (3.8%, 7.0%)","     70 (63, 117)","93.5% (92.6%, 95.9%)","82.9% (81.3%, 88.1%)","47.6% (46.0%, 57.9%)","20.4% (19.8%, 29.7%)"
01131,31.99033,-87.302205,Alabama,Wilcox County,1140,"6.59 (6.29, 8.04)","90.2% (88.4%, 92.8%)","  1,029 (1,008, 1,058)","77.7% (75.2%, 82.7%)","    886 (857, 942)","42.4% (39.8%, 49.9%)","    483 (454, 569)","18.0% (16.8%, 23.8%)","    205 (191, 271)","98.8% (98.5%, 99.3%)","95.8% (95.1%, 97.2%)","77.9% (76.6%, 83.5%)","51.8% (50.5%, 60.8%)"
01133,34.155888,-87.364147,Alabama,Winston County,2638,"3.31 (3.12, 4.03)","76.5% (73.6%, 82.4%)","  2,017 (1,941, 2,174)","55.5% (52.2%, 63.7%)","  1,463 (1,376, 1,680)","18.1% (16.5%, 24.5%)","    478 (434, 647)","4.4% (3.9%, 7.1%)","    117 (103, 188)","94.5% (93.5%, 96.5%)","84.4% (82.8%, 89.1%)","48.6% (46.2%, 58.0%)","20.4% (18.9%, 28.2%)"
02020,61.177549,-149.274354,Alaska,Anchorage Municipality,17529,"2.23 (2.1, 2.74)","63.7% (60.3%, 71.7%)"," 11,170 (10,568, 12,573)","39.2% (36.1%, 48.4%)","  6,868 (6,330, 8,488)","8.1% (7.1%, 12.7%)","  1,424 (1,252, 2,230)","1.2% (1.1%, 2.5%)","    217 (189, 430)","87.8% (86.2%, 92.0%)","70.6% (68.2%, 78.6%)","28.1% (26.3%, 38.1%)","7.6% (7.0%, 13.0%)"
02050,60.928916,-160.15335,Alaska,Bethel Census Area,700,"3.43 (3.23, 4.13)","87.8% (85.2%, 92.3%)","    614 (596, 646)","66.6% (63.1%, 75.5%)","    466 (442, 528)","18.7% (16.7%, 26.5%)","    131 (117, 186)","2.9% (2.4%, 5.5%)","     21 (17, 39)","96.8% (96.1%, 98.3%)","86.9% (84.9%, 91.6%)","42.3% (39.2%, 53.6%)","11.7% (9.9%, 18.9%)"
02060,58.731372,-156.986612,Alaska,Bristol Bay Borough,79,"2.8 (2.65, 3.41)","78.1% (74.9%, 84.4%)","     62 (59, 67)","53.3% (49.7%, 62.8%)","     42 (39, 50)","12.4% (11.2%, 18.9%)","     10 (9, 15)","1.8% (1.6%, 3.7%)","      1 (1, 3)","93.5% (92.3%, 96.1%)","79.5% (77.4%, 86.0%)","33.9% (32.1%, 45.5%)","8.8% (8.0%, 15.6%)"
02070,59.824816,-158.602233,Alaska,Dillingham Census Area,250,"4.01 (3.82, 4.87)","88.3% (85.9%, 92.4%)","    221 (215, 231)","70.0% (66.7%, 77.5%)","    175 (167, 194)","25.1% (23.0%, 33.3%)","     63 (58, 83)","5.7% (5.0%, 9.7%)","     14 (13, 24)","97.5% (96.9%, 98.6%)","90.2% (88.8%, 93.6%)","53.7% (51.2%, 64.3%)","20.9% (19.0%, 30.5%)"
02090,64.690832,-146.599867,Alaska,Fairbanks North Star Borough,5574,"1.88 (1.76, 2.3)","58.6% (54.8%, 67.8%)","  3,266 (3,056, 3,778)","32.3% (29.3%, 42.0%)","  1,798 (1,634, 2,339)","4.7% (4.1%, 8.2%)","    261 (229, 459)","0.5% (0.4%, 1.1%)","     26 (23, 62)","83.4% (81.3%, 89.1%)","61.5% (58.8%, 71.5%)","17.8% (16.5%, 26.8%)","3.3% (3.0%, 6.5%)"
02100,59.099905,-135.578102,Alaska,Haines Borough,277,"1.51 (1.42, 1.85)","46.3% (42.6%, 56.0%)","    128 (118, 155)","22.7% (20.3%, 31.0%)","     63 (56, 86)","2.7% (2.3%, 5.0%)","      7 (6, 14)","0.2% (0.2%, 0.6%)","      1 (1, 2)","75.3% (72.8%, 82.7%)","51.1% (48.5%, 61.9%)","12.5% (11.4%, 19.9%)","2.1% (1.8%, 4.4%)"
02110,58.3727,-134.178781,Alaska,Juneau City and Borough,2269,"1.87 (1.76, 2.3)","58.3% (54.5%, 67.5%)","  1,323 (1,236, 1,532)","32.0% (29.1%, 41.8%)","    726 (661, 948)","4.6% (4.0%, 8.2%)","    105 (92, 185)","0.5% (0.4%, 1.1%)","     11 (9, 25)","83.2% (81.1%, 89.0%)","61.3% (58.7%, 71.4%)","17.7% (16.6%, 26.9%)","3.2% (3.0%, 6.6%)"
02130,55.449938,-131.106685,Alaska,Ketchikan Gateway Borough,1129,"2.24 (2.11, 2.76)","64.3% (60.8%, 72.3%)","    726 (687, 816)","39.6% (36.5%, 48.9%)","    447 (413, 552)","8.2% (7.3%, 12.9%)","     92 (82, 146)","1.2% (1.1%, 2.5%)","     14 (12, 28)","88.0% (86.4%, 92.2%)","70.8% (68.4%, 78.9%)","28.0% (26.5%, 38.4%)","7.5% (7.0%, 13.1%)"
02150,57.553611,-153.630911,Alaska,Kodiak Island Borough,793,"2.54 (2.42, 3.08)","73.5% (70.1%, 80.4%)","    583 (556, 638)","47.8% (44.4%, 57.3%)","    379 (352, 455)","10.0% (9.1%, 15.7%)","     79 (72, 124)","1.4% (1.2%, 2.8%)","     11 (10, 22)","91.6% (90.2%, 94.7%)","75.6% (73.6%, 82.9%)","29.7% (28.5%, 40.6%)","7.2% (6.9%, 12.9%)"
02170,62.182174,-149.407974,Alaska,Matanuska-Susitna Borough,6107,"1.78 (1.66, 2.19)","55.1% (50.7%, 64.7%)","  3,365 (3,098, 3,953)","29.5% (26.6%, 39.1%)","  1,802 (1,625, 2,389)","4.1% (3.6%, 7.4%)","    253 (218, 452)","0.4% (0.4%, 1.0%)","     25 (22, 60)","81.4% (79.1%, 87.7%)","59.0% (56.1%, 69.4%)","16.6% (15.3%, 25.3%)","3.0% (2.8%, 6.1%)"
02180,64.783686,-164.188912,Alaska,Nome Census Area,395,"3.83 (3.63, 4.64)","88.1% (85.6%, 92.3%)","    348 (338, 365)","69.0% (65.8%, 76.8%)","    273 (260, 303)","23.2% (21.1%, 31.4%)","     92 (83, 124)","4.8% (4.2%, 8.4%)","     19 (16, 33)","97.3% (96.7%, 98.5%)","89.3% (87.7%, 93.1%)","50.6% (47.9%, 61.5%)","18.0% (16.1%, 27.3%)"
02220,57.142508,-135.332624,Alaska,Sitka City and Borough,718,"2.28 (2.14, 2.82)","64.5% (61.1%, 72.4%)","    463 (439, 520)","40.1% (37.0%, 49.3%)","    288 (266, 354)","8.6% (7.6%, 13.5%)","     61 (55, 97)","1.3% (1.2%, 2.7%)","     10 (9, 19)","88.4% (86.7%, 92.4%)","71.6% (69.3%, 79.6%)","29.2% (27.6%, 39.8%)","8.2% (7.6%, 14.1%)"
02230,59.575097,-135.335418,Alaska,Skagway Municipality,79,"2.03 (1.91, 2.48)","61.4% (57.7%, 70.1%)","     49 (46, 55)","35.7% (32.6%, 45.2%)","     28 (26, 36)","6.1% (5.3%, 10.0%)","      5 (4, 8)","0.7% (0.6%, 1.6%)","      1 (0, 1)","85.7% (83.8%, 90.6%)","65.9% (63.1%, 74.8%)","22.0% (20.3%, 31.2%)","4.8% (4.3%, 8.6%)"
02240,63.864997,-143.218628,Alaska,Southeast Fairbanks Census Area,550,"1.92 (1.81, 2.35)","60.4% (56.5%, 69.5%)","    332 (311, 382)","33.5% (30.5%, 43.4%)","    184 (168, 239)","4.8% (4.2%, 8.6%)","     26 (23, 47)","0.5% (0.4%, 1.1%)","      3 (2, 6)","84.2% (82.2%, 89.7%)","62.3% (59.6%, 72.4%)","17.7% (16.6%, 27.1%)","3.1% (2.9%, 6.5%)"
02290,65.376131,-151.576855,Alaska,Yukon-Koyukuk Census Area,444,"3.5 (3.33, 4.25)","85.8% (82.9%, 90.4%)","    381 (368, 402)","64.9% (61.6%, 73.1%)","    288 (273, 324)","19.7% (18.0%, 27.6%)","     88 (80, 123)","3.7% (3.2%, 6.8%)","     16 (14, 30)","96.5% (95.8%, 98.0%)","87.0% (85.3%, 91.5%)","45.6% (43.3%, 57.2%)","14.8% (13.5%, 23.6%)"
04001,35.385845,-109.493747,Arizona,Apache County,5686,"4.46 (4.3, 5.5)","87.8% (85.2%, 91.6%)","  4,994 (4,845, 5,209)","70.9% (67.7%, 77.6%)","  4,033 (3,851, 4,410)","29.0% (27.3%, 37.3%)","  1,651 (1,550, 2,119)","8.3% (7.6%, 13.1%)","    470 (430, 743)","97.7% (97.2%, 98.6%)","91.6% (90.7%, 94.5%)","60.9% (59.1%, 70.6%)","28.9% (27.3%, 40.2%)"
04003,31.881793,-109.75412,Arizona,Cochise County,14990,"3.42 (3.21, 4.1)","77.5% (74.9%, 83.4%)"," 11,624 (11,235, 12,508)","56.9% (53.7%, 65.0%)","  8,529 (8,054, 9,741)","19.1% (17.3%, 25.3%)","  2,870 (2,587, 3,798)","4.8% (4.1%, 7.4%)","    721 (617, 1,103)","94.9% (94.0%, 96.7%)","85.3% (83.6%, 89.6%)","50.1% (47.2%, 58.6%)","21.5% (19.5%, 28.7%)"
04005,35.829692,-111.773728,Arizona,Coconino County,8890,"3.27 (3.12, 3.98)","79.2% (76.2%, 84.7%)","  7,042 (6,779, 7,526)","57.6% (54.6%, 65.6%)","  5,116 (4,857, 5,833)","17.7% (16.3%, 24.4%)","  1,571 (1,446, 2,173)","3.8% (3.5%, 6.6%)","    338 (312, 583)","94.9% (94.0%, 96.8%)","84.4% (82.8%, 89.2%)","45.7% (44.2%, 56.2%)","17.0% (16.0%, 25.4%)"
04007,33.789618,-110.81187,Arizona,Gila County,7809,"3.62 (3.42, 4.37)","80.5% (78.2%, 85.6%)","  6,289 (6,108, 6,686)","60.4% (57.6%, 68.0%)","  4,718 (4,499, 5,313)","21.0% (19.2%, 27.8%)","  1,641 (1,498, 2,170)","5.3% (4.7%, 8.3%)","    414 (368, 647)","95.7% (95.0%, 97.3%)","86.9% (85.4%, 90.9%)","52.0% (49.7%, 61.0%)","22.4% (21.0%, 30.2%)"
04009,32.931828,-109.87831,Arizona,Graham County,2620,"4.26 (4.02, 5.14)","83.0% (80.9%, 87.5%)","  2,175 (2,119, 2,292)","65.1% (62.3%, 71.9%)","  1,705 (1,632, 1,884)","26.5% (24.4%, 33.4%)","    693 (640, 875)","8.1% (7.3%, 11.8%)","    212 (191, 309)","96.8% (96.3%, 98.0%)","90.1% (88.9%, 93.2%)","60.7% (58.5%, 68.7%)","30.9% (29.2%, 39.5%)"
04011,33.238872,-109.242323,Arizona,Greenlee County,616,"5.51 (5.15, 6.56)","86.9% (85.3%, 90.8%)","    535 (526, 559)","72.1% (69.8%, 78.4%)","    444 (430, 483)","35.4% (32.9%, 42.4%)","    218 (203, 261)","13.5% (12.0%, 17.9%)","     83 (74, 110)","98.1% (97.8%, 98.8%)","93.8% (93.0%, 95.8%)","71.8% (69.3%, 77.6%)","44.1% (41.0%, 51.4%)"
04012,33.727625,-114.038793,Arizona,La Paz County,4042,"3.79 (3.58, 4.6)","80.9% (78.4%, 86.1%)","  3,269 (3,171, 3,480)","61.4% (58.4%, 69.2%)","  2,484 (2,361, 2,796)","22.6% (20.6%, 29.5%)","    912 (834, 1,191)","6.1% (5.4%, 9.4%)","    248 (219, 379)","96.0% (95.3%, 97.5%)","87.9% (86.4%, 91.6%)","54.9% (52.4%, 63.7%)","25.2% (23.4%, 33.5%)"
04013,33.346541,-112.495534,Arizona,Maricopa County,311895,"3.35 (3.14, 4.03)","76.1% (73.5%, 82.0%)","237,257 (229,257, 255,887)","55.3% (52.3%, 63.4%)","172,602 (163,009, 197,728)","18.5% (16.7%, 24.7%)"," 57,749 (52,044, 76,968)","4.7% (4.1%, 7.2%)"," 14,644 (12,733, 22,460)","94.5% (93.6%, 96.5%)","84.7% (83.0%, 89.1%)","49.7% (47.1%, 58.2%)","21.6% (19.6%, 28.6%)"
04015,35.717705,-113.749689,Arizona,Mohave County,31585,"3.2 (3.01, 3.88)","76.4% (73.6%, 82.4%)"," 24,129 (23,235, 26,026)","54.9% (51.6%, 63.2%)"," 17,326 (16,292, 19,960)","17.1% (15.4%, 23.3%)","  5,412 (4,878, 7,371)","3.9% (3.4%, 6.3%)","  1,241 (1,082, 2,005)","94.2% (93.3%, 96.3%)","83.6% (81.8%, 88.5%)","46.3% (43.8%, 55.6%)","18.3% (16.9%, 25.5%)"
04017,35.390934,-110.320908,Arizona,Navajo County,10108,"3.72 (3.57, 4.57)","82.4% (79.5%, 86.9%)","  8,329 (8,037, 8,788)","62.6% (59.6%, 70.0%)","  6,326 (6,028, 7,076)","22.0% (20.5%, 29.5%)","  2,221 (2,077, 2,978)","5.5% (5.1%, 9.1%)","    553 (518, 919)","96.1% (95.5%, 97.6%)","87.7% (86.5%, 91.6%)","52.6% (51.3%, 63.0%)","22.3% (21.6%, 32.3%)"
04019,32.128237,-111.783018,Arizona,Pima County,101331,"3.88 (3.64, 4.65)","80.9% (78.7%, 86.0%)"," 81,969 (79,764, 87,136)","61.8% (59.0%, 69.2%)"," 62,609 (59,824, 70,164)","23.3% (21.2%, 29.9%)"," 23,585 (21,467, 30,268)","6.6% (5.7%, 9.6%)","  6,656 (5,790, 9,765)","96.1% (95.5%, 97.5%)","88.3% (86.9%, 91.8%)","56.4% (53.6%, 64.3%)","26.8% (24.5%, 34.0%)"
04021,32.91891,-111.367257,Arizona,Pinal County,40665,"3.16 (2.99, 3.83)","76.1% (73.2%, 82.1%)"," 30,929 (29,753, 33,372)","54.4% (51.1%, 62.7%)"," 22,108 (20,788, 25,493)","16.8% (15.2%, 23.0%)","  6,813 (6,184, 9,336)","3.8% (3.4%, 6.2%)","  1,540 (1,363, 2,505)","94.1% (93.1%, 96.2%)","83.2% (81.5%, 88.2%)","45.6% (43.4%, 55.0%)","17.8% (16.6%, 24.9%)"
04023,31.525904,-110.84519,Arizona,Santa Cruz County,4349,"5.07 (4.73, 6.03)","88.5% (86.9%, 92.3%)","  3,849 (3,781, 4,012)","73.2% (70.6%, 79.6%)","  3,183 (3,072, 3,463)","33.6% (30.7%, 41.2%)","  1,460 (1,338, 1,790)","11.3% (9.7%, 15.5%)","    490 (423, 673)","98.1% (97.7%, 98.9%)","93.3% (92.2%, 95.5%)","67.5% (64.5%, 74.2%)","36.9% (33.5%, 44.5%)"
04025,34.630044,-112.573745,Arizona,Yavapai County,35114,"2.19 (2.05, 2.67)","62.9% (59.7%, 71.3%)"," 22,098 (20,977, 25,024)","38.4% (35.2%, 47.6%)"," 13,480 (12,367, 16,706)","7.8% (6.8%, 12.0%)","  2,747 (2,384, 4,205)","1.2% (1.0%, 2.2%)","    412 (343, 772)","87.4% (85.6%, 91.7%)","69.9% (67.1%, 77.7%)","27.4% (25.1%, 36.4%)","7.4% (6.5%, 11.8%)"
04027,32.773942,-113.910905,Arizona,Yuma County,19608,"5.59 (5.23, 6.68)","87.2% (85.7%, 91.0%)"," 17,099 (16,811, 17,838)","72.6% (70.4%, 78.8%)"," 14,235 (13,805, 15,443)","35.9% (33.5%, 43.2%)","  7,048 (6,575, 8,461)","13.9% (12.4%, 18.4%)","  2,718 (2,423, 3,608)","98.2% (97.9%, 98.9%)","94.0% (93.2%, 95.9%)","72.4% (69.9%, 78.3%)","44.7% (41.7%, 52.4%)"
05001,34.289573,-91.376547,Arkansas,Arkansas County,1902,"3.48 (3.28, 4.24)","76.9% (74.2%, 82.4%)","  1,462 (1,411, 1,568)","56.6% (53.4%, 64.3%)","  1,077 (1,016, 1,224)","19.7% (17.9%, 26.2%)","    375 (341, 498)","5.2% (4.7%, 8.2%)","     99 (89, 155)","94.9% (94.1%, 96.7%)","85.7% (84.1%, 89.9%)","51.9% (49.8%, 61.0%)","23.5% (22.2%, 31.6%)"
05003,33.190835,-91.772267,Arkansas,Ashley County,2223,"3.79 (3.59, 4.65)","79.4% (76.7%, 84.4%)","  1,765 (1,705, 1,877)","60.1% (56.8%, 67.5%)","  1,336 (1,264, 1,501)","22.4% (20.6%, 29.4%)","    498 (459, 655)","6.3% (5.8%, 9.8%)","    141 (128, 218)","95.8% (95.0%, 97.3%)","87.7% (86.4%, 91.6%)","55.7% (54.0%, 64.9%)","26.7% (25.7%, 35.9%)"
05005,36.28071,-92.330438,Arkansas,Baxter County,6390,"2.32 (2.16, 2.84)","63.6% (59.7%, 71.8%)","  4,063 (3,815, 4,590)","40.1% (36.6%, 49.3%)","  2,559 (2,339, 3,151)","9.2% (7.9%, 13.9%)","    589 (507, 887)","1.6% (1.3%, 2.9%)","    103 (84, 188)","88.5% (86.7%, 92.4%)","72.6% (69.8%, 79.9%)","31.7% (29.0%, 41.2%)","9.9% (8.5%, 15.2%)"
05007,36.337825,-94.256187,Arkansas,Benton County,16171,"2.23 (2.08, 2.74)","61.9% (58.1%, 70.4%)"," 10,017 (9,402, 11,380)","38.4% (35.1%, 47.6%)","  6,204 (5,669, 7,698)","8.5% (7.3%, 12.9%)","  1,376 (1,184, 2,094)","1.4% (1.2%, 2.7%)","    233 (191, 432)","87.6% (85.8%, 91.8%)","71.1% (68.3%, 78.7%)","30.1% (27.5%, 39.6%)","9.1% (7.8%, 14.3%)"
05009,36.304308,-93.079204,Arkansas,Boone County,3899,"2.48 (2.32, 3.03)","66.3% (63.2%, 73.9%)","  2,585 (2,464, 2,883)","43.0% (39.9%, 52.0%)","  1,675 (1,555, 2,028)","10.6% (9.2%, 15.5%)","    412 (361, 606)","2.0% (1.7%, 3.5%)","     77 (65, 137)","89.9% (88.4%, 93.4%)","75.1% (72.6%, 81.9%)","34.6% (32.2%, 44.3%)","11.4% (10.1%, 17.4%)"
05011,33.463819,-92.168164,Arkansas,Bradley County,1078,"4.98 (4.72, 6.03)","85.1% (82.8%, 88.9%)","    917 (893, 958)","69.0% (66.3%, 75.3%)","    744 (715, 812)","31.7% (29.4%, 38.9%)","    342 (317, 420)","11.3% (10.3%, 15.7%)","    122 (111, 169)","97.6% (97.2%, 98.5%)","92.5% (91.5%, 94.9%)","68.0% (66.2%, 75.0%)","39.4% (37.9%, 48.3%)"
05013,33.56046,-92.513879,Arkansas,Calhoun County,576,"2.97 (2.8, 3.66)","71.2% (68.1%, 77.6%)","    410 (392, 447)","49.6% (46.5%, 57.9%)","    286 (268, 333)","15.2% (13.7%, 21.3%)","     87 (79, 122)","3.6% (3.2%, 6.0%)","     21 (19, 35)","92.8% (91.7%, 95.3%)","81.3% (79.5%, 86.8%)","44.8% (43.0%, 54.7%)","18.4% (17.5%, 26.3%)"
05015,36.337774,-93.541663,Arkansas,Carroll County,3297,"2.12 (1.98, 2.58)","61.9% (58.6%, 70.4%)","  2,041 (1,930, 2,322)","37.0% (33.8%, 46.3%)","  1,220 (1,116, 1,527)","7.1% (6.1%, 11.1%)","    233 (201, 366)","1.0% (0.8%, 1.9%)","     32 (27, 63)","86.6% (84.7%, 91.1%)","68.2% (65.3%, 76.4%)","25.3% (23.1%, 34.3%)","6.3% (5.6%, 10.5%)"
05017,33.267139,-91.297158,Arkansas,Chicot County,1198,"6.43 (6.09, 7.79)","88.2% (86.4%, 91.3%)","  1,057 (1,036, 1,094)","75.0% (72.5%, 80.3%)","    898 (869, 962)","40.3% (37.9%, 47.4%)","    483 (454, 568)","17.3% (16.0%, 22.6%)","    208 (191, 270)","98.5% (98.3%, 99.1%)","95.3% (94.6%, 96.8%)","77.4% (75.8%, 82.8%)","52.2% (50.2%, 60.4%)"
05019,34.053312,-93.176205,Arkansas,Clark County,1913,"3.68 (3.48, 4.49)","78.1% (75.4%, 83.3%)","  1,493 (1,443, 1,594)","58.5% (55.3%, 65.9%)","  1,119 (1,058, 1,261)","21.4% (19.6%, 28.0%)","    410 (375, 536)","6.0% (5.5%, 9.2%)","    115 (104, 177)","95.4% (94.7%, 97.0%)","87.0% (85.6%, 90.9%)","54.8% (52.9%, 63.6%)","26.1% (24.8%, 34.6%)"
05021,36.367302,-90.418704,Arkansas,Clay County,1684,"3.4 (3.21, 4.11)","79.3% (77.0%, 84.8%)","  1,336 (1,296, 1,427)","58.3% (55.3%, 66.3%)","    982 (932, 1,117)","18.9% (17.2%, 25.5%)","    319 (290, 430)","4.4% (3.9%, 7.1%)","     74 (66, 120)","95.1% (94.4%, 96.9%)","85.3% (83.7%, 89.8%)","48.4% (46.2%, 57.9%)","19.3% (18.0%, 27.2%)"
05023,35.566288,-92.059974,Arkansas,Cleburne County,3503,"2.25 (2.09, 2.76)","62.4% (58.5%, 70.8%)","  2,184 (2,049, 2,480)","38.7% (35.4%, 48.0%)","  1,356 (1,240, 1,680)","8.6% (7.4%, 13.1%)","    302 (259, 458)","1.5% (1.2%, 2.7%)","     51 (42, 95)","87.8% (86.0%, 91.9%)","71.3% (68.5%, 78.9%)","30.3% (27.6%, 39.7%)","9.2% (7.9%, 14.2%)"
05025,33.893201,-92.188714,Arkansas,Cleveland County,912,"2.66 (2.5, 3.28)","68.3% (65.0%, 75.4%)","    622 (593, 687)","45.6% (42.5%, 54.4%)","    416 (388, 496)","12.4% (11.0%, 17.9%)","    113 (101, 163)","2.6% (2.2%, 4.5%)","     23 (21, 41)","91.1% (89.9%, 94.2%)","77.8% (75.7%, 84.2%)","38.9% (36.8%, 48.9%)","14.1% (13.1%, 21.0%)"
05027,33.21507,-93.226901,Arkansas,Columbia County,2157,"4.87 (4.64, 5.91)","84.5% (82.3%, 88.4%)","  1,822 (1,776, 1,907)","68.2% (65.5%, 74.5%)","  1,470 (1,414, 1,606)","30.9% (28.7%, 38.1%)","    666 (619, 821)","10.9% (10.0%, 15.2%)","    234 (215, 328)","97.5% (97.1%, 98.4%)","92.2% (91.2%, 94.6%)","67.1% (65.5%, 74.4%)","38.5% (37.1%, 47.6%)"
05029,35.265702,-92.689248,Arkansas,Conway County,2083,"3.51 (3.31, 4.27)","77.2% (74.6%, 82.8%)","  1,608 (1,553, 1,724)","57.0% (53.9%, 64.7%)","  1,188 (1,122, 1,349)","20.0% (18.2%, 26.4%)","    416 (379, 550)","5.3% (4.7%, 8.3%)","    111 (99, 173)","95.0% (94.2%, 96.8%)","85.9% (84.3%, 90.1%)","52.2% (50.0%, 61.3%)","23.7% (22.3%, 31.8%)"
05031,35.828268,-90.630411,Arkansas,Craighead County,7088,"3.49 (3.3, 4.21)","78.6% (76.2%, 84.0%)","  5,568 (5,399, 5,951)","58.1% (55.1%, 65.8%)","  4,116 (3,908, 4,667)","19.8% (18.0%, 26.2%)","  1,401 (1,279, 1,858)","5.0% (4.5%, 7.8%)","    353 (316, 550)","95.2% (94.4%, 96.9%)","85.8% (84.3%, 90.1%)","50.8% (48.7%, 59.8%)","21.9% (20.5%, 29.7%)"
05033,35.583041,-94.236224,Arkansas,Crawford County,5295,"2.56 (2.41, 3.15)","67.7% (64.6%, 75.1%)","  3,584 (3,419, 3,976)","44.5% (41.4%, 53.6%)","  2,356 (2,194, 2,839)","11.3% (10.1%, 16.7%)","    599 (533, 886)","2.2% (1.9%, 3.9%)","    115 (99, 207)","90.6% (89.2%, 93.9%)","76.3% (74.2%, 83.1%)","36.1% (33.9%, 46.3%)","12.2% (11.1%, 18.8%)"
